brand,date,id_val,model,price,year,Wheels,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Version,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train
Hyundai,2019-01-11, ID: 1961029,Elantra ,8450.0,2014,15,White,Sedan,145.0,Left,4.0,NOR BERAC,Petrol,1.8,Grey,103000.0,Automatic,Front
Nissan,2019-01-11, ID: 1961023,Tiida ,5000.0,2007,,black,Sedan,,Left,,,Astragalus,,,100000.0,Automatic,
BMW,2019-01-11, ID: 1961016,X3 ,8000.0,2007,,White,Truck:,,Left,,3.0i,Petrol,,,190000.0,Automatic,
BMW,2019-01-10, ID: 1961011,X6 ,20000.0,2008,20,black,Truck:,306.0,Left,6.0,3.5 x draiv,Petrol,3.5,,180000.0,Automatic,Wheel drive
BMW,2019-01-10, ID: 1961010,X6 ,20000.0,2008,20,black,Truck:,306.0,Left,6.0,3.5 x draiv,Petrol,3.5,,180000.0,Automatic,Wheel drive
BMW,2019-01-10, ID: 1961009,X6 ,20000.0,2008,20,black,Truck:,306.0,Left,6.0,3.5 x draiv,Petrol,3.5,,180000.0,Automatic,Wheel drive
BMW,2019-01-10, ID: 1961008,X6 ,20000.0,2008,20,black,Truck:,306.0,Left,6.0,3.5 x draiv,Petrol,3.5,,180000.0,Automatic,Wheel drive
BMW,2019-01-10, ID: 1960999,528 ,8200.0,2007,,White,Sedan,,Left,,3.0 L 234 л/с,Petrol,,,108000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960997,E 320 ,5000.0,2000,,black,Sedan,,Left,,,Astragalus,,,272000.0,Automatic,
Nissan,2019-01-10, ID: 1960994,Teana ,3850.0,2005,16,White,Sedan,,Left,,,Petrol,2.3,,94000.0,Automatic,
Toyota,2019-01-10, ID: 1960982,Camry ,8300.0,2011,,Grey,Sedan,,Left,,,Petrol,,,164500.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960969,A 170 ,3700.0,2005,,White,Hatchback,,Left,,,Petrol,,,82000.0,Automatic,
Toyota,2019-01-10, ID: 1960962,Camry ,7800.0,2010,,Grey,Sedan,,Left,,2.5,Petrol,,,120000.0,Automatic,
Chevrolet,2019-01-10, ID: 1960927,Camaro ,21900.0,2015,,White,Coupe,,Left,,"3,6 l",Petrol,,,44000.0,Automatic,
Nissan,2019-01-10, ID: 1960925,Tiida ,3500.0,2005,,Silver,Hatchback,,Left,,1.5,Petrol,,,81000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960923,E 320 ,7000.0,2002,,Silver,Sedan,,Left,,,Petrol,,,80.0,Automatic,
Toyota,2019-01-10, ID: 1960920,Rav 4 ,8900.0,2008,,black,Truck:,,Left,,,Petrol,,,145000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960915,C 240 ,5200.0,2002,,Silver,Sedan,,Left,,Elegance,Astragalus,,,140000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960891,G 500 ,85000.0,2015,,black,Truck:,422.0,Left,,,Petrol,5.0,black,30000.0,Automatic,
Nissan,2019-01-10, ID: 1960886,Fuga ,4900.0,2006,,White,Sedan,,Right,,,Astragalus,,,155000.0,Automatic,
Nissan,2019-01-10, ID: 1960885,Fuga ,4900.0,2006,,White,Sedan,,Right,,,Astragalus,,,155000.0,Automatic,
Toyota,2019-01-10, ID: 1960876,Camry ,11500.0,2013,,Grey,Sedan,,Left,,2.5l SE,Astragalus,,,39000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960873,GL 63 AMG ,15500.0,2007,,White,Truck:,,Left,,,Petrol,,,100000.0,Automatic,
Toyota,2019-01-10, ID: 1960856,Alphard ,4600.0,2002,,White,Universal,,Right,,Elgrand,Astragalus,,,160000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960827,E 320 ,5700.0,2000,,White,Sedan,,Left,,,Petrol,,,72000.0,Automatic,
Toyota,2019-01-10, ID: 1960808,Land Cruiser 200 ,32000.0,2009,,black,Truck:,,Left,,4.7L,Petrol,,,132000.0,Automatic,
BMW,2019-01-10, ID: 1960806,320 ,5500.0,2002,,Silver,Sedan,,Left,,320i,Petrol,,,147000.0,Automatic,
Toyota,2019-01-10, ID: 1960789,Corolla ,10500.0,2014,,Grey,Sedan,,Left,,,Petrol,,,39000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960779,CL 500 ,37000.0,2013,,White,Coupe,,Left,,5,Petrol,,,55000.0,Automatic,
Toyota,2019-01-10, ID: 1960746,Camry ,8000.0,2010,,White,Sedan,,Left,,le,Petrol,,,85000.0,Automatic,
Nissan,2019-01-10, ID: 1960736,Tiida ,3950.0,2009,,Silver,Sedan,105.0,Left,,,Petrol,1.5,,71000.0,Automatic,Front
Toyota,2019-01-10, ID: 1960721,Camry ,12400.0,2014,,Grey,Sedan,,Left,,,Petrol,,,65000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960689,E 320 ,5700.0,2000,,Silver,Sedan,,Left,,,Astragalus,,,185000.0,Automatic,
Toyota,2019-01-10, ID: 1960648,Alphard ,6900.0,2005,,White,Universal,,Left,,,Petrol,,,145000.0,Automatic,
Toyota,2019-01-10, ID: 1960644,Alphard ,7700.0,2006,,White,Universal,,Left,,3L V6,Petrol,,,137000.0,Automatic,
BMW,2019-01-10, ID: 1960639,528 ,4800.0,2000,,Silver,Sedan,,Left,,,Petrol,,,61000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960631,S 350 ,13500.0,2008,,Golden,Sedan,,Left,,ANTERI,Petrol,,,173000.0,Automatic,
Toyota,2019-01-10, ID: 1960627,Avalon ,17500.0,2013,,Other color,Sedan,,Left,,,Petrol,,,35000.0,Automatic,
Toyota,2019-01-10, ID: 1960621,Camry ,16500.0,2016,,Grey,Sedan,,Left,,,Petrol,,,30000.0,Automatic,
BMW,2019-01-10, ID: 1960615,X5 ,9500.0,2005,,black,Truck:,,Left,,,Diesel,,,220000.0,Automatic,
BMW,2019-01-10, ID: 1960602,530 ,8500.0,2005,,White,Sedan,,Left,,E60,Petrol,,,154000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960596,G 500 ,79900.0,2014,,black,Truck:,,Left,,,Petrol,,,48000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960593,ML 350 ,29900.0,2012,,black,Truck:,,Left,,,Petrol,,,140000.0,Automatic,
Toyota,2019-01-10, ID: 1960570,Vitz ,3800.0,2008,14,Silver,Hatchback,87.0,Left,4.0,SHTAP,Petrol,1.3,Grey,139000.0,Automatic,Front
Nissan,2019-01-10, ID: 1960536,Pathfinder ,7300.0,2006,,Grey,Truck:,,Left,,Liaqarshak,Petrol,,,147000.0,Automatic,
Nissan,2019-01-10, ID: 1960531,Tiida ,4000.0,2009,,White,Hatchback,,Switched from right to left,,Variator 1.6,Petrol,,,78000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960517,C 240 ,5000.0,2001,,Silver,Sedan,,Left,,,Astragalus,,,228000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960497,CLS 500 ,11900.0,2006,,White,Sedan,,Left,,,Petrol,,,140000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960469,G 500 ,36000.0,2005,20,black,Truck:,296.0,Left,8.0,G 500,Petrol,5.0,Chestnut,89000.0,Automatic,Wheel drive
Toyota,2019-01-10, ID: 1960458,Camry ,10500.0,2012,,black,Sedan,,Left,,Camry 2.5,Astragalus,,,120000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960452,G 500 ,55000.0,2007,18,black,Universal,298.0,Left,8.0,,Petrol,5.0,black,186000.0,Automatic,Wheel drive
BMW,2019-01-10, ID: 1960426,328 ,1200.0,2011,,black,Sedan,,Left,,,Petrol,3.0,,81743.0,Automatic,Rear
Hyundai,2019-01-10, ID: 1960424,Sonata ,7000.0,2013,,black,Truck:,,Left,,2.4,Petrol,,,87733.0,Automatic,
Nissan,2019-01-10, ID: 1960417,Elgrand ,7000.0,2006,17,White,Minivan / Minibus,240.0,Right,6.0,3.5,Petrol,3.5,black,76000.0,Kiaavtomat,Rear
Toyota,2019-01-10, ID: 1960413,Fortuner ,12500.0,2006,,black,Sedan,,Left,,VVT-I 2.7,Astragalus,,,185000.0,Automatic,
Nissan,2019-01-10, ID: 1960403,Juke ,12400.0,2013,17,Grey,Hatchback,190.0,Left,,,Petrol,1.6,black,28900.0,Automatic,Front
Mercedes-Benz,2019-01-10, ID: 1960400,A 170 ,4300.0,2008,,White,Hatchback,,Left,,,Petrol,,,67000.0,Automatic,
Hyundai,2019-01-10, ID: 1960378,Sonata ,6850.0,2011,,White,Sedan,,Left,,Full,Petrol,,,124000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960353,S 500 ,7500.0,2001,,White,Sedan,,Left,,BRABUS Long 4000 kanxavharov,Petrol,,,157000.0,Automatic,
Toyota,2019-01-10, ID: 1960347,Corolla ,8900.0,2010,,black,Sedan,,Left,,,Astragalus,,,90000.0,Automatic,
BMW,2019-01-10, ID: 1960333,X5 ,8200.0,2006,,Silver,Truck:,231.0,Left,4.0,3.0i,Petrol,3.0,black,170000.0,Automatic,Wheel drive
Mercedes-Benz,2019-01-10, ID: 1960325,E 320 ,5800.0,2001,,Silver,Sedan,,Left,,3.2,Petrol,,,180000.0,Automatic,
Nissan,2019-01-10, ID: 1960307,Tiida ,3700.0,2007,,White,Sedan,,Right,,,Petrol,,,89000.0,Automatic,
Chevrolet,2019-01-10, ID: 1960281,Aveo ,3700.0,2012,,red,Sedan,,Left,,1.2 TDI,Petrol,,,82000.0,Mechanical,
Mercedes-Benz,2019-01-10, ID: 1960221,E 350 ,7400.0,2005,,black,Sedan,,Left,,,Petrol,,,221000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1960190,B 170 ,5000.0,2006,,White,Hatchback,,Right,,,Petrol,,,95000.0,Automatic,
Hyundai,2019-01-10, ID: 1960163,Elantra ,9500.0,2015,16,Silver,Sedan,148.0,Left,4.0,ELANTRA GLS DOHC 1.8l,Petrol,1.8,Grey,68000.0,Automatic,Front
Mercedes-Benz,2019-01-10, ID: 1960159,E 320 ,8000.0,2003,,black,Sedan,,Left,,W211,Petrol,,,239000.0,Automatic,
Toyota,2019-01-10, ID: 1960147,Aristo ,5300.0,2000,18,black,Sedan,235.0,Right,6.0,3.2JZ,Petrol,3.0,black,125.0,Automatic,Rear
Nissan,2019-01-10, ID: 1960096,X-Trail ,4500.0,2005,,Silver,Universal,,Left,,,Petrol,,,100000.0,Automatic,
BMW,2019-01-10, ID: 1960043,X5 ,13500.0,2008,,black,Truck:,,Left,,,Petrol,,,279.0,Automatic,
Toyota,2019-01-10, ID: 1960039,Altezza ,4500.0,2003,,Beige,Sedan,,Right,,,Petrol,,,155000.0,Automatic,
Nissan,2019-01-10, ID: 1960027,Teana ,3100.0,2007,,Silver,Sedan,,Right,,,Astragalus,,,94000.0,Automatic,
Toyota,2019-01-10, ID: 1960017,Corolla ,8600.0,2012,,black,Sedan,,Left,,,Petrol,,,56000.0,Automatic,
Chevrolet,2019-01-10, ID: 1960015,Cruze ,5200.0,2012,,black,Sedan,145.0,Left,,LT,Petrol,1.8,Grey,145000.0,Automatic,Front
Hyundai,2019-01-10, ID: 1959987,Sonata ,9700.0,2014,,White,Sedan,,Left,,"2,4GDI",Petrol,,,60000.0,Automatic,
Nissan,2019-01-10, ID: 1959952,Tiida ,6500.0,2014,15,Grey,Hatchback,109.0,Left,4.0,SV,Petrol,1.6,black,38000.0,Automatic,Front
Nissan,2019-01-10, ID: 1959942,Teana ,3600.0,2004,,Beige,Sedan,,Right,,2.3,Astragalus,,,134000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1959938,E 320 ,5600.0,2001,,White,Sedan,,Left,,"2002-2001. E320, 5600$ Shtap",Astragalus,,,193000.0,Automatic,
Nissan,2019-01-10, ID: 1959927,Tiida ,3100.0,2007,,White,Hatchback,,Right,,15,Petrol,,,82000.0,Variator:,
BMW,2019-01-10, ID: 1959926,528 ,24000.0,2013,17,White,Sedan,245.0,Left,4.0,,Petrol,2.0,,122000.0,Automatic,Wheel drive
Toyota,2019-01-10, ID: 1959915,Corolla ,12000.0,2013,,black,Sedan,,Left,,գնվելա TOYOTA YEREVAN ավտոսրահից,Petrol,,,380000.0,Automatic,
Nissan,2019-01-10, ID: 1959913,Teana ,4400.0,2003,16,black,Sedan,173.0,Left,6.0,2.3,Astragalus,2.3,black,140000.0,Automatic,Front
Mercedes-Benz,2019-01-10, ID: 1959912,320 ,5300.0,2001,,Silver,Truck:,,Left,,,Astragalus,,,195000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1959910,CLS 350 ,11400.0,2005,,Silver,Sedan,,Left,,,Petrol,,,110000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1959888,C 240 ,6500.0,2002,,White,Sedan,,Left,,,Petrol,,,190000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1959870,220 ,6800.0,2003,17,Blue,Sedan,,Left,,,Astragalus,5.0,Beige,120000.0,Automatic,Rear
BMW,2019-01-10, ID: 1959869,320 ,3500.0,2000,,Silver,Sedan,,Left,,,Astragalus,,,300000.0,Mechanical,
BMW,2019-01-10, ID: 1959853,525 ,7000.0,2001,,Silver,Sedan,,Left,,,Petrol,,,138000.0,Automatic,
Hyundai,2019-01-10, ID: 1959840,Sonata ,6200.0,2010,,black,Sedan,,Left,,,Petrol,,,114400.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1959838,E 430 ,8700.0,2003,,Silver,Sedan,,Left,,"Ճապոնյա, Ավանգարդ",Petrol,,,76000.0,Automatic,
Toyota,2019-01-10, ID: 1959832,Camry ,11000.0,2014,,black,Sedan,,Left,,SE,Petrol,,,67000.0,Automatic,
Toyota,2019-01-10, ID: 1959831,Camry ,11000.0,2014,,black,Sedan,,Left,,SE,Petrol,,,67000.0,Automatic,
Toyota,2019-01-10, ID: 1959830,Camry ,11000.0,2014,,black,Sedan,,Left,,SE,Petrol,,,67000.0,Automatic,
Nissan,2019-01-10, ID: 1959820,Teana ,4000.0,2005,,White,Sedan,173.0,Left,6.0,230jm,Astragalus,2.3,,167000.0,Automatic,Front
BMW,2019-01-10, ID: 1959800,320 ,5500.0,2004,,Blue,Sedan,,Right,,E46,Astragalus,,,65000.0,Automatic,
BMW,2019-01-10, ID: 1959790,X5 ,12000.0,2008,18,White,Truck:,276.0,Left,6.0,Полни фул 3.0i DHOC MATOR,Petrol,3.0,black,115000.0,Automatic,Wheel drive
BMW,2019-01-10, ID: 1959786,323 ,7200.0,2006,,White,Sedan,,Left,,,Petrol,,,45000.0,Kiaavtomat,
Toyota,2019-01-10, ID: 1959759,Camry ,14200.0,2015,,Grey,Sedan,,Left,,SE 2.5,Petrol,,,87000.0,Automatic,
Toyota,2019-01-10, ID: 1959753,Corolla ,7200.0,2008,,Grey,Sedan,,Left,,"1.8 avtomat full,Erevani avtosra",Petrol,,,201900.0,Automatic,
Hyundai,2019-01-10, ID: 1959747,Sonata ,6600.0,2011,,White,Truck:,,Left,,,Petrol,,,140000.0,Automatic,
Toyota,2019-01-10, ID: 1959727,Alphard ,6800.0,2006,,black,Sedan,,Left,,,Petrol,,,88000.0,Automatic,
Toyota,2019-01-10, ID: 1959716,Ipsum ,5500.0,2006,,White,Universal,,Left,,,Petrol,,,87000.0,Automatic,
Toyota,2019-01-10, ID: 1959711,Camry ,9200.0,2011,17,black,Sedan,171.0,Left,4.0,SHTAP RESTAYLING SPORT,Petrol,2.5,black,93000.0,Automatic,Front
Toyota,2019-01-10, ID: 1959710,Camry ,11500.0,2012,17,black,Sedan,178.0,Left,4.0,SHTAP RESTAYLING SPORT FULLLLLLL,Petrol,2.5,black,63000.0,Automatic,Front
Toyota,2019-01-10, ID: 1959709,Camry ,11200.0,2012,18,White,Sedan,178.0,Left,4.0,SHTAP RESTAYLING SPORT,Petrol,2.5,black,64000.0,Automatic,Front
Nissan,2019-01-10, ID: 1959688,Tiida ,3900.0,2004,15,black,Hatchback,109.0,Right,,,Astragalus,1.5,black,145000.0,Automatic,Wheel drive
Toyota,2019-01-10, ID: 1959687,Land Cruiser 200 ,29500.0,2008,,black,Truck:,,Left,,4.7,Petrol,,,72000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1959683,E 350 ,8500.0,2007,,White,Sedan,,Left,,,Petrol,,,150000.0,Automatic,
Nissan,2019-01-10, ID: 1959678,Teana ,4500.0,2007,,green,Hatchback,,Left,,,Petrol,,,82000.0,Automatic,
Mercedes-Benz,2019-01-10, ID: 1959670,E 320 ,6700.0,2003,,black,Sedan,,Left,,,Petrol,,,103000.0,Automatic,
Toyota,2019-01-10, ID: 1959668,Camry ,24500.0,2015,16,White,Sedan,249.0,Left,6.0,3.5 v6 249hp,Petrol,3.5,black,42000.0,Automatic,Front
Toyota,2019-01-10, ID: 1959665,Camry ,6500.0,2009,,black,Sedan,,Left,,,Petrol,2.4,,152000.0,Automatic,
Toyota,2019-01-10, ID: 1959658,Camry ,19000.0,2015,17,Silver,Sedan,200.0,Left,4.0,Camry 2.5 Hibrid,Hybrid:,2.5,Grey,55000.0,Automatic,Front
Nissan,2019-01-09, ID: 1959637,Tiida ,2800.0,2007,,Other color,Sedan,,Right,,,Petrol,,,140000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959626,E 350 ,9200.0,2007,,black,Sedan,,Left,,,Petrol,,,142000.0,Automatic,
BMW,2019-01-09, ID: 1959622,325 ,6500.0,2005,,Grey,Sedan,218.0,Left,,,Petrol,2.5,black,157000.0,Automatic,Rear
Toyota,2019-01-09, ID: 1959619,Land Cruiser Prado ,28900.0,2011,,White,Truck:,,Left,,sport,Petrol,,,58000.0,Automatic,
Hyundai,2019-01-09, ID: 1959617,Elantra ,8200.0,2011,17,White,Sedan,150.0,Left,4.0,,Astragalus,1.8,Beige,100000.0,Automatic,Front
BMW,2019-01-09, ID: 1959608,320 ,5900.0,2009,,black,Sedan,,Switched from right to left,,2.0,Petrol,,,122000.0,Automatic,
BMW,2019-01-09, ID: 1959601,325 ,6500.0,2006,,Grey,Sedan,,Left,,E90,Petrol,,,180000.0,Automatic,
Nissan,2019-01-09, ID: 1959600,X-Trail ,4800.0,2005,,White,Truck:,,Right,,,Petrol,,,102000.0,Automatic,
Nissan,2019-01-09, ID: 1959595,Teana ,7600.0,2012,,Silver,Sedan,,Left,,2.5,Petrol,,,154223.0,Variator:,
Nissan,2019-01-09, ID: 1959593,Teana ,7600.0,2012,,Silver,Sedan,,Left,,2.5,Petrol,,,154223.0,Variator:,
Toyota,2019-01-09, ID: 1959584,Corolla ,12300.0,2014,17,Silver,Sedan,133.0,Left,,,Petrol,1.8,black,54000.0,Automatic,
Audi,2019-01-09, ID: 1959581,A3 ,6000.0,2005,,Other color,Hatchback,,Right,,A3 T2.0,Petrol,,,151000.0,Kiaavtomat,
Mercedes-Benz,2019-01-09, ID: 1959578,E 320 ,5000.0,2000,17,black,Sedan,,Left,6.0,,Petrol,3.2,black,166000.0,Kiaavtomat,Rear
Mercedes-Benz,2019-01-09, ID: 1959577,E 320 ,5000.0,2000,17,black,Sedan,,Left,6.0,,Petrol,3.2,black,166000.0,Kiaavtomat,Rear
Mercedes-Benz,2019-01-09, ID: 1959576,E 320 ,5000.0,2000,17,black,Sedan,,Left,6.0,,Petrol,3.2,black,166000.0,Kiaavtomat,Rear
Mercedes-Benz,2019-01-09, ID: 1959573,320 ,6200.0,2002,,black,Sedan,,Left,,W211,Petrol,,,125000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959570,E 240 ,5400.0,2001,,black,Sedan,,Left,,JAPAN IDEALAKAN,Petrol,,,90800.0,Automatic,
Nissan,2019-01-09, ID: 1959561,Altima ,7500.0,2009,18,Grey,Coupe,182.0,Left,4.0,2.5,Petrol,2.5,black,148000.0,Automatic,Front
Nissan,2019-01-09, ID: 1959559,March ,2600.0,2003,,red,Hatchback,90.0,Right,,1.2,Petrol,1.2,Grey,97000.0,Automatic,Front
Toyota,2019-01-09, ID: 1959549,Camry ,7500.0,2008,,Grey,Sedan,,Left,,,Petrol,,,123555.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959524,S 350 ,22500.0,2010,,White,Sedan,,Left,,RESTYLING PANORAMA,Petrol,,,83500.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959506,ML 350 ,8000.0,2003,,Silver,Truck:,,Left,,Inspiration,Astragalus,,black,150000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959500,E 320 ,5100.0,2001,,Silver,Sedan,,Left,,3.2,Petrol,,,203312.0,Automatic,
Nissan,2019-01-09, ID: 1959498,Maxima ,12800.0,2012,18,Grey,Sedan,290.0,Left,,,Petrol,3.5,black,50000.0,Automatic,
Nissan,2019-01-09, ID: 1959496,Maxima ,12800.0,2012,18,Grey,Sedan,290.0,Left,,,Petrol,3.5,black,50000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959495,ML 350 ,9950.0,2005,,Silver,Truck:,,Left,,,Petrol,,black,220000.0,Automatic,Wheel drive
Mercedes-Benz,2019-01-09, ID: 1959493,B 180 ,6500.0,2010,,White,Hatchback,,Left,,W245,Petrol,,,77000.0,Automatic,
Toyota,2019-01-09, ID: 1959479,Corolla ,12000.0,2014,,Silver,Sedan,,Left,,,Petrol,,,20000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959477,E 320 ,5500.0,2000,,Blue,Sedan,,Left,,Avantgarde,Petrol,,,120000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959468,E 320 ,6800.0,2004,,Silver,Sedan,224.0,Left,6.0,,Petrol,3.2,black,229000.0,Automatic,Rear
Toyota,2019-01-09, ID: 1959461,Corolla ,6300.0,2008,16,Grey,Sedan,132.0,Left,4.0,1.8 avtomat,Petrol,1.8,Grey,150000.0,Automatic,Front
Nissan,2019-01-09, ID: 1959454,Teana ,3800.0,2006,16,Silver,Sedan,173.0,Left,6.0,,Petrol,2.3,black,86000.0,Automatic,Front
Mercedes-Benz,2019-01-09, ID: 1959450,C 180 ,3800.0,2000,15,Blue,Sedan,,Left,4.0,,Astragalus,1.8,Blue,300000.0,Mechanical,Rear
Mercedes-Benz,2019-01-09, ID: 1959449,C 230 ,6000.0,2006,17,Silver,Sedan,204.0,Left,,Sport,Petrol,,,250000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959447,C 320 ,4200.0,2000,,Silver,Sedan,,Left,,Elegance,Petrol,,,240000.0,Automatic,
Toyota,2019-01-09, ID: 1959440,Camry ,8000.0,2009,,White,Sedan,,Left,,2.5,Petrol,,,102000.0,Automatic,
Hyundai,2019-01-09, ID: 1959423,Sonata ,6800.0,2010,,Blue,Sedan,,Left,,,Petrol,,,96400.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959422,Viano ,8500.0,2004,,Silver,Minivan / Minibus,,Left,,,Astragalus,,,100000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959414,E 320 ,8500.0,2004,,White,Sedan,,Left,,,Petrol,,,101750.0,Automatic,
Hyundai,2019-01-09, ID: 1959407,Sonata ,5500.0,2007,,black,Sedan,,Left,,2.4 DOCH,Astragalus,,,260000.0,Automatic,
BMW,2019-01-09, ID: 1959375,320 ,5600.0,2007,16,White,Sedan,,Left,,Japon e90,Petrol,2.0,Grey,91000.0,Automatic,Rear
BMW,2019-01-09, ID: 1959365,320 ,5700.0,2007,16,black,Sedan,,Left,,Japon e90,Petrol,2.0,Grey,119000.0,Automatic,Rear
Nissan,2019-01-09, ID: 1959364,Tiida ,3500.0,2005,,Silver,Hatchback,,Left,,1.8 mator,Petrol,,,102000.0,Variator:,
Toyota,2019-01-09, ID: 1959348,Camry ,26500.0,2018,,White,Sedan,,Left,,2.0 BENZIN,Petrol,,,100.0,Automatic,
Toyota,2019-01-09, ID: 1959340,Corolla ,9900.0,2012,,Silver,Sedan,,Left,,,Astragalus,,,42000.0,Automatic,
Audi,2019-01-09, ID: 1959337,Q7 ,17000.0,2008,20,black,Truck:,281.0,Left,6.0,Q7 S-Line,Petrol,3.6,black,209000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959336,ML 500 ,10500.0,2006,,Silver,Truck:,,Left,,AMG pakeg,Petrol,,,150000.0,Automatic,
BMW,2019-01-09, ID: 1959256,318 ,4800.0,2003,,White,Sedan,,Left,,M-PAKET SPORT,Petrol,,,140000.0,Automatic,
Nissan,2019-01-09, ID: 1959251,X-Trail ,6800.0,2008,,red,Truck:,,Left,,Full,Petrol,,,52000.0,Automatic,
Nissan,2019-01-09, ID: 1959241,X-Trail ,4600.0,2007,,red,Truck:,,Left,,4x4 full,Petrol,,,116000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959235,B 170 ,5000.0,2006,,Silver,Hatchback,,Left,,ALKANTARA,Petrol,,,59000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959232,A 180 ,4500.0,2009,,Silver,Hatchback,,Left,,RESTAYLING,Petrol,,,77000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959225,A 180 ,4500.0,2010,,Grey,Hatchback,,Left,,RESTAYLING,Petrol,,,68000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959218,A 170 ,3800.0,2005,,black,Hatchback,,Left,,ELEGANCE,Petrol,,,89000.0,Automatic,
Nissan,2019-01-09, ID: 1959211,Sunny ,8500.0,2014,,black,Sedan,,Left,,,Petrol,,,48000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959208,A 170 ,3700.0,2006,,White,Hatchback,,Left,,Gerazanc Vijak,Petrol,,,83000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959202,A 200 ,3800.0,2005,,Silver,Hatchback,,Left,,A200 Full,Petrol,,,35000.0,Automatic,
Toyota,2019-01-09, ID: 1959195,Camry ,11000.0,2012,17,White,Sedan,171.0,Left,4.0,,Petrol,2.5,black,45000.0,Automatic,Front
Mercedes-Benz,2019-01-09, ID: 1959148,C 240 ,4900.0,2003,,Grey,Sedan,,Left,,,Petrol,2.4,black,214000.0,Automatic,
Nissan,2019-01-09, ID: 1959117,X-Trail ,4200.0,2004,16,black,Universal,150.0,Right,,,Petrol,2.0,Grey,170000.0,Automatic,Wheel drive
Mercedes-Benz,2019-01-09, ID: 1959101,B 170 ,4700.0,2005,,White,Hatchback,,Left,,,Petrol,,,130000.0,Automatic,
Nissan,2019-01-09, ID: 1959083,X-Trail ,5800.0,2006,,Silver,Universal,,Left,,2.0,Astragalus,,,71000.0,Automatic,
Nissan,2019-01-09, ID: 1959075,Tiida ,3200.0,2006,,White,Sedan,,Right,,1.5 4×4,Petrol,,,153000.0,Automatic,
Mercedes-Benz,2019-01-09, ID: 1959067,C 250 ,14999.0,2012,18,White,Sedan,204.0,Left,4.0,C250,Petrol,1.8,black,88000.0,Automatic,Rear
Nissan,2019-01-09, ID: 1959049,Tiida ,3400.0,2006,,Silver,Hatchback,,Right,,Hatchback 1.5,Petrol,,,171000.0,Variator:,
Toyota,2019-01-09, ID: 1959040,Camry ,12000.0,2014,17,White,Sedan,181.0,Left,4.0,,Petrol,2.5,black,45000.0,Automatic,Front
Mercedes-Benz,2019-01-09, ID: 1959033,E 200 ,4800.0,2001,15,Silver,Sedan,156.0,Left,4.0,Classic,Astragalus,2.0,black,180000.0,Automatic,Rear
BMW,2019-01-09, ID: 1959020,530 ,7000.0,2004,,black,Sedan,,Left,,BMW530I,Petrol,,,72000.0,Automatic,
BMW,2019-01-09, ID: 1959014,535 ,6200.0,2007,,Blue,Sedan,,Left,,,Petrol,,,158578.0,Automatic,
