brand,date,id_val,model,price,year,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train,sold
20696,Toyota,2018-11-14, ID: 1886685,Camry ,6700.0,2011,White,Sedan,,Left,,Petrol,2.5,Grey,56000.0,Automatic,Front,No
20697,Opel,2018-11-14, ID: 1886414,Astra ,3000.0,2002,Silver,Sedan,,Left,,Petrol,,,168000.0,Mechanical,,No
20698,Mercedes-Benz,2018-11-14, ID: 1885445,Sprinter ,13000.0,2003,Silver,Minivan / Minibus,,Left,,Diesel,,,270000.0,Mechanical,,No
20699,Mercedes-Benz,2018-11-14, ID: 1886525,S 550 ,22000.0,2009,black,Sedan,,Left,,Petrol,,,162000.0,Automatic,,No
20700,Mercedes-Benz,2018-11-14, ID: 1886769,230 ,6200.0,2006,black,Sedan,,Left,,Petrol,,,198000.0,Automatic,,No
20701,BMW,2018-11-14, ID: 1886691,328 ,6500.0,2008,Grey,Coupe,,Left,,Petrol,,,97000.0,Automatic,,No
20702,Toyota,2018-11-14, ID: 1886760,Rav 4 ,5800.0,2001,black,Truck:,,Left,,Astragalus,,,170000.0,Automatic,,No
20703,Mercedes-Benz,2018-11-14, ID: 1885437,320 ,7500.0,2003,Grey,Sedan,,Left,,Astragalus,3.2,Grey,150000.0,Automatic,Rear,No
20704,Toyota,2018-11-14, ID: 1886721,Camry ,15700.0,2016,black,Sedan,,Left,,Petrol,,,72610.0,Automatic,,No
20705,BMW,2018-11-14, ID: 1886718,318 ,5200.0,2004,White,Sedan,,Left,,Petrol,,,87000.0,Automatic,,No
20706,Toyota,2018-11-14, ID: 1886715,Camry ,11700.0,2012,Grey,Sedan,,Left,,Petrol,,,111000.0,Automatic,,No
20707,Toyota,2018-11-14, ID: 1886749,Camry ,11200.0,2013,Silver,Sedan,,Left,,Petrol,,,60000.0,Automatic,,No
20708,Mitsubishi,2018-11-15, ID: 1887935,Outlander ,6500.0,2008,White,Truck:,,Left,,Petrol,,,100000.0,Automatic,,No
20709,Opel,2018-11-15, ID: 1887898,Zafira ,4300.0,2004,Silver,Minivan / Minibus,,Left,,Petrol,,,159000.0,Mechanical,,No
20710,Mazda,2018-11-15, ID: 1888192,6 ,4900.0,2006,Grey,Sedan,157.0,Left,,Astragalus,2.0,black,200000.0,Automatic,Front,No
20711,Kia,2018-11-15, ID: 1888199,Sorento ,10900.0,2011,black,Truck:,175.0,Left,4.0,Petrol,2.4,black,120000.0,Automatic,Wheel drive,No
20712,Opel,2018-11-15, ID: 1888237,Astra ,1750.0,2000,black,Universal,,Left,,Diesel,,,11.0,Mechanical,,No
20713,Opel,2018-11-15, ID: 1888995,Astra ,2900.0,2000,Silver,Hatchback,75.0,Left,4.0,Astragalus,1.6,,155000.0,Mechanical,,No
20714,Mazda,2018-11-15, ID: 1888356,6 ,9500.0,2015,White,Sedan,,Left,,Petrol,2.5,black,51000.0,Automatic,,No
20715,Opel,2018-11-15, ID: 1888360,Vectra B ,2800.0,2000,green,Sedan,101.0,Left,4.0,Astragalus,1.6,black,250000.0,Mechanical,Front,No
20716,Lexus,2018-11-15, ID: 1888372,GX 460 ,28000.0,2012,White,Truck:,,Left,,Petrol,,,123000.0,Automatic,,No
20717,Mazda,2018-11-15, ID: 1888413,6 ,13200.0,2014,Cherry,Sedan,184.0,Left,6.0,Petrol,2.5,black,131000.0,Automatic,Front,No
20718,Mitsubishi,2018-11-15, ID: 1887828,Montero Sport ,5800.0,2001,Other color,Universal,,Left,,Petrol,0.3,,180000.0,Automatic,Rear,No
20719,Mitsubishi,2018-11-15, ID: 1888972,Outlander ,6500.0,2006,White,Truck:,,Right,,Petrol,,,150000.0,Automatic,,No
20720,Lexus,2018-11-15, ID: 1888275,GX 470 ,17500.0,2007,Golden,Universal,,Left,,Petrol,,,140000.0,Automatic,,No
20721,Opel,2018-11-15, ID: 1887821,Vectra B ,3300.0,2000,Silver,Sedan,116.0,Left,4.0,Astragalus,1.8,black,173000.0,Mechanical,Front,No
20722,Lexus,2018-11-15, ID: 1889052,GX 470 ,20000.0,2008,White,Truck:,273.0,Left,8.0,Petrol,4.7,Beige,96000.0,Automatic,Wheel drive,No
20723,Opel,2018-11-15, ID: 1888453,Zafira ,3100.0,2000,Blue,Universal,,Left,,Petrol,,,218000.0,Mechanical,,No
20724,Opel,2018-11-15, ID: 1888510,Astra ,3900.0,2008,black,Hatchback,,Left,,Petrol,,,83000.0,Automatic,,No
20725,Mitsubishi,2018-11-15, ID: 1888518,Pajero Mini ,2800.0,2001,White,Truck:,,Left,,Petrol,,,200000.0,Automatic,,No
20726,Niva,2018-11-15, ID: 1888598,2121 ,3300.0,2005,White,Truck:,,Left,,Astragalus,,,135000.0,Mechanical,,No
20727,Lexus,2018-11-15, ID: 1888964,RX 300 ,6500.0,2001,White,Truck:,,Left,,Astragalus,,,10.0,Automatic,,No
20728,Opel,2018-11-15, ID: 1888922,Astra ,2950.0,2002,Silver,Universal,,Left,,Petrol,,,186000.0,Mechanical,,No
20729,Mazda,2018-11-15, ID: 1888915,6 ,6800.0,2012,Other color,Sedan,,Left,,Petrol,,,96000.0,Automatic,,No
20730,Lexus,2018-11-15, ID: 1888888,LX 570 ,38000.0,2008,Cherry,Truck:,381.0,Left,8.0,Petrol,5.7,Beige,100000.0,Automatic,Wheel drive,No
20731,Lexus,2018-11-15, ID: 1888880,GX 460 ,38000.0,2010,Cherry,Truck:,381.0,Left,8.0,Petrol,5.7,Beige,100000.0,Automatic,Wheel drive,No
20732,Lexus,2018-11-15, ID: 1888836,RX 330 ,8000.0,2003,Golden,Hatchback,,Left,4.0,Petrol,3.3,Beige,117000.0,Automatic,Wheel drive,No
20733,Opel,2018-11-15, ID: 1888784,Astra ,3000.0,2000,Other color,Hatchback,,Left,,Petrol,1.6,,107002.0,Mechanical,Front,No
20734,Lexus,2018-11-15, ID: 1888783,IS 250 ,15800.0,2011,White,Sedan,,Left,,Petrol,,,58000.0,Automatic,,No
20735,Mercedes-Benz,2018-11-15, ID: 1887458,Sprinter ,23000.0,2006,White,Truck:,,Left,,Diesel,,,220.0,Mechanical,,No
20736,Mitsubishi,2018-11-15, ID: 1887757,Pajero ,6100.0,2003,Silver,Truck:,,Left,,Astragalus,,,250000.0,Automatic,,No
20737,Land Rover,2018-11-15, ID: 1889126,Range Rover ,57500.0,2013,White,Truck:,,Left,,Petrol,,,74000.0,Automatic,,No
20738,Kia,2018-11-15, ID: 1887734,Forte ,5500.0,2010,orange,Sedan,,Left,,Petrol,,,200000.0,Automatic,,No
20739,VAZ(Lada),2018-11-15, ID: 1889059,2107 ,2700.0,2010,black,Hatchback,,Left,,Astragalus,,,38000.0,Mechanical,,No
20740,Mercedes-Benz,2018-11-15, ID: 1889072,ML 350 ,8500.0,2006,Silver,Universal,,Left,,Petrol,,,152000.0,Automatic,,No
20741,VAZ(Lada),2018-11-15, ID: 1889044,2170 Priora ,2650.0,2008,Grey,Sedan,,Left,,Astragalus,,,157000.0,Mechanical,,No
20742,Mazda,2018-11-15, ID: 1888764,Tribute ,4200.0,2005,Golden,Truck:,,Left,,Astragalus,,,170000.0,Automatic,,No
20743,Mazda,2018-11-15, ID: 1888669,6 ,11900.0,2012,White,Sedan,,Left,,Petrol,,,40000.0,Automatic,,No
20744,Opel,2018-11-15, ID: 1888666,Vectra ,4700.0,2006,Silver,Sedan,150.0,Left,4.0,Astragalus,2.2,black,195000.0,Mechanical,Front,No
20745,Mitsubishi,2018-11-15, ID: 1888599,Colt ,2800.0,2004,Silver,Hatchback,,Right,,Petrol,,,130000.0,Automatic,,No
20746,Toyota,2018-11-15, ID: 1888763,Corolla ,9200.0,2011,black,Sedan,,Left,,Petrol,,,108000.0,Automatic,,No
20747,Mitsubishi,2018-11-15, ID: 1887702,Pajero ,10000.0,2008,black,Coupe,,Left,,Petrol,,,150.0,Automatic,,No
20748,Mercedes-Benz,2018-11-15, ID: 1887893,S 500 ,18000.0,2010,black,Sedan,388.0,Left,8.0,Petrol,5.0,Beige,140000.0,Automatic,Wheel drive,No
20749,Opel,2018-11-15, ID: 1887443,Zafira ,4000.0,2002,Silver,Universal,147.0,Left,4.0,Petrol,2.2,Grey,141000.0,Automatic,Front,No
20750,Toyota,2018-11-15, ID: 1888989,Vitz ,2700.0,2004,White,Hatchback,,Right,,Petrol,,,166000.0,Automatic,,No
20751,Mercedes-Benz,2018-11-15, ID: 1888991,E 320 ,7500.0,2004,Blue,Sedan,,Left,,Petrol,,,178000.0,Automatic,,No
20752,Toyota,2018-11-15, ID: 1888992,Voxy ,6300.0,2008,White,Universal,,Left,,Petrol,,,74000.0,Automatic,,No
20753,VAZ(Lada),2018-11-15, ID: 1889047,Largus ,7500.0,2015,Silver,Universal,,Left,,Petrol,,,75000.0,Mechanical,,No
20754,Toyota,2018-11-15, ID: 1888997,Alphard ,6600.0,2005,White,Universal,,Left,,Petrol,,,132000.0,Automatic,,No
20755,Nissan,2018-11-15, ID: 1889003,Skyline ,2500.0,2003,White,Coupe,,Right,,Petrol,,,72000.0,Automatic,,No
20756,Toyota,2018-11-15, ID: 1889006,Alphard ,7300.0,2005,White,Universal,,Left,,Petrol,,,121000.0,Automatic,,No
20757,Toyota,2018-11-15, ID: 1889009,Alphard ,5900.0,2003,White,Universal,,Left,,Petrol,,,150000.0,Automatic,,No
20758,Mercedes-Benz,2018-11-15, ID: 1889012,E 350 ,9200.0,2008,Other color,Sedan,,Left,,Petrol,,,155000.0,Automatic,,No
20759,Nissan,2018-11-15, ID: 1889014,Tiida ,2400.0,2011,White,Sedan,,Left,,Petrol,,,50000.0,Mechanical,,No
20760,Mercedes-Benz,2018-11-15, ID: 1889024,CLK 320 ,3700.0,2003,White,Cabriolet / Rhodes,,Left,,Petrol,,,125000.0,Automatic,,No
20761,Nissan,2018-11-15, ID: 1889030,Teana ,3800.0,2003,White,Sedan,,Left,,Astragalus,,,169000.0,Automatic,,No
20762,BMW,2018-11-15, ID: 1889040,X5 ,10800.0,2006,black,Truck:,,Left,,Petrol,,,160000.0,Automatic,,No
20763,Mercedes-Benz,2018-11-15, ID: 1889050,C 200 ,5500.0,2002,Silver,Sedan,163.0,Left,4.0,Astragalus,2.0,black,220000.0,Automatic,Rear,No
20764,Chevrolet,2018-11-15, ID: 1889051,Cruze ,7900.0,2013,black,Sedan,109.0,Left,,Astragalus,1.6,,117000.0,Mechanical,,No
20765,Mercedes-Benz,2018-11-15, ID: 1889058,E 320 ,4900.0,2000,black,Sedan,,Left,,Astragalus,,,213000.0,Automatic,,No
20766,Toyota,2018-11-15, ID: 1889068,Camry ,6700.0,2010,black,Sedan,,Left,,Petrol,2.5,Grey,139000.0,Automatic,Front,No
20767,Mercedes-Benz,2018-11-15, ID: 1889069,B 200 ,4500.0,2006,black,Hatchback,,Right,,Petrol,,,118000.0,Automatic,,No
20768,Mercedes-Benz,2018-11-15, ID: 1888998,ML 350 ,11500.0,2005,White,Truck:,,Left,,Petrol,3.5,,97700.0,Automatic,Wheel drive,No
20769,Toyota,2018-11-15, ID: 1888749,Camry ,11500.0,2014,black,Sedan,,Left,,Petrol,,,67800.0,Automatic,,No
20770,Nissan,2018-11-15, ID: 1889074,Tiida ,4000.0,2008,black,Hatchback,,Right,,Astragalus,,,80000.0,Automatic,,No
20771,Mazda,2018-11-15, ID: 1887145,6 ,18000.0,2017,black,Sedan,,Left,,Petrol,,,9000.0,Automatic,,No
20772,Toyota,2018-11-15, ID: 1889091,Corolla ,8100.0,2012,White,Sedan,,Left,,Petrol,,,80000.0,Automatic,,No
20773,Mercedes-Benz,2018-11-15, ID: 1888835,E 350 ,8700.0,2008,black,Sedan,,Left,,Petrol,,,108000.0,Automatic,,No
20774,Mercedes-Benz,2018-11-15, ID: 1889094,E 240 ,5400.0,2000,Blue,Sedan,,Left,,Petrol,2.4,Grey,220000.0,Automatic,,No
20775,Mercedes-Benz,2018-11-15, ID: 1889095,S 550 ,22500.0,2010,black,Sedan,,Left,,Petrol,,,198000.0,Automatic,,No
20776,Mercedes-Benz,2018-11-15, ID: 1889099,A 200 ,4300.0,2005,Silver,Hatchback,,Left,,Petrol,,,34000.0,Automatic,,No
20777,Mercedes-Benz,2018-11-15, ID: 1889124,C 240 ,4700.0,2000,Blue,Sedan,,Left,,Petrol,,,163000.0,Automatic,,No
20778,VAZ(Lada),2018-11-15, ID: 1888934,2107 ,2100.0,2010,black,Sedan,,Left,,Petrol,,,18000.0,Mechanical,,No
20779,BMW,2018-11-15, ID: 1888986,X5 ,6500.0,2004,Silver,Universal,,Left,,Astragalus,,,227000.0,Automatic,,No
20780,Mazda,2018-11-15, ID: 1887476,Axela ,4500.0,2009,Grey,Hatchback,,Right,,Petrol,,,68000.0,Automatic,,No
20781,Nissan,2018-11-15, ID: 1888966,Tiida ,3600.0,2004,Silver,Hatchback,109.0,Right,4.0,Astragalus,1.5,black,132000.0,Automatic,Wheel drive,No
20782,Opel,2018-11-15, ID: 1887354,Zafira ,4000.0,2002,black,Universal,147.0,Left,4.0,Petrol,2.2,Grey,203000.0,Mechanical,Front,No
20783,Mazda,2018-11-15, ID: 1887333,Tribute ,5200.0,2005,Beige,Truck:,197.0,Left,6.0,Astragalus,3.0,,190000.0,Automatic,Wheel drive,No
20784,Mazda,2018-11-15, ID: 1887236,Premacy ,3500.0,2004,Blue,Hatchback,131.0,Left,4.0,Petrol,2.0,Grey,215000.0,Mechanical,Front,No
20785,Hyundai,2018-11-15, ID: 1889107,Sonata ,6200.0,2011,Grey,Sedan,,Left,,Petrol,,,110000.0,Automatic,,No
20786,Nissan,2018-11-15, ID: 1889092,Maxima ,6500.0,2009,black,Sedan,,Left,,Petrol,,,116000.0,Automatic,,No
20787,Kia,2018-11-15, ID: 1887206,Optima ,10500.0,2016,Chestnut,Sedan,,Left,,Petrol,,,45000.0,Automatic,,No
20788,Niva,2018-11-15, ID: 1887006,2121 ,7600.0,2018,black,Hatchback,,Left,,Petrol,,,1280.0,Mechanical,,No
20789,Opel,2018-11-15, ID: 1887010,Vectra B ,3000.0,2000,Silver,Sedan,,Left,,Astragalus,1.6,Grey,145000.0,Automatic,Front,No
20790,Opel,2018-11-15, ID: 1887017,Astra ,4000.0,2004,Silver,Sedan,147.0,Left,4.0,Astragalus,2.2,Grey,250000.0,Automatic,Front,No
20791,Lexus,2018-11-15, ID: 1887022,RX 350 ,16400.0,2010,black,Truck:,,Left,,Petrol,,,107000.0,Automatic,,No
20792,Mitsubishi,2018-11-15, ID: 1887094,Airtrek ,5300.0,2004,Silver,Universal,160.0,Switched from right to left,4.0,Astragalus,2.4,Grey,72600.0,Automatic,Front,No
20793,Opel,2018-11-15, ID: 1887011,Vectra B ,3000.0,2000,Silver,Sedan,,Left,,Astragalus,1.6,Grey,145000.0,Automatic,Front,No
20794,BMW,2018-11-15, ID: 1888765,525 ,7400.0,2003,Silver,Sedan,,Left,,Astragalus,,,117000.0,Automatic,,No
20795,Lexus,2018-11-15, ID: 1887172,RX 350 ,19700.0,2013,black,Truck:,,Left,,Petrol,,,63000.0,Automatic,,No
20796,Lexus,2018-11-15, ID: 1887099,RX 330 ,9500.0,2004,black,Universal,240.0,Left,6.0,Petrol,3.3,Grey,155000.0,Automatic,Wheel drive,No
20797,Land Rover,2018-11-15, ID: 1887147,Range Rover Sport ,18200.0,2008,black,Truck:,,Left,,Petrol,,,125000.0,Automatic,,No
20798,Toyota,2018-11-15, ID: 1887469,Alphard ,6900.0,2003,White,Minivan / Minibus,,Left,,Petrol,,,215000.0,Automatic,,No
20799,Mazda,2018-11-15, ID: 1887005,3 ,4100.0,2004,black,Sedan,150.0,Left,,Petrol,2.0,black,200000.0,Mechanical,Front,No
20800,Lexus,2018-11-15, ID: 1887126,RX 350 ,31000.0,2013,White,Universal,,Left,6.0,Hybrid:,3.5,black,69000.0,Automatic,Wheel drive,No
20801,Kia,2018-11-15, ID: 1887214,Forte ,6100.0,2012,black,Sedan,156.0,Left,4.0,Petrol,2.0,black,82000.0,Automatic,Front,No
20802,BMW,2018-11-15, ID: 1888772,328 ,8500.0,2009,White,Sedan,,Left,,Petrol,,,100000.0,Automatic,,No
20803,Hyundai,2018-11-15, ID: 1887596,Sonata ,5400.0,2010,Silver,Sedan,,Left,,Petrol,,,103728.0,Automatic,,No
20804,Nissan,2018-11-15, ID: 1888897,Qashqai ,12800.0,2012,black,Truck:,,Left,,Petrol,,,30000.0,Automatic,,No
20805,Nissan,2018-11-15, ID: 1888921,Tiida ,3800.0,2006,Silver,Sedan,109.0,Right,,Astragalus,1.5,black,97000.0,Automatic,Front,No
20806,Toyota,2018-11-15, ID: 1888930,Land Cruiser 100 ,22000.0,2007,black,Truck:,224.0,Left,6.0,Petrol,4.5,,196180.0,Automatic,Wheel drive,No
20807,Mercedes-Benz,2018-11-15, ID: 1888933,Sprinter ,18500.0,2007,White,Minivan / Minibus,,Left,,Diesel,,,300000.0,Mechanical,,No
20808,Toyota,2018-11-15, ID: 1888953,Land Cruiser 100 ,10500.0,2000,Other color,Truck:,,Left,,Petrol,,,200000.0,Automatic,,No
20809,Toyota,2018-11-15, ID: 1888955,Land Cruiser 200 ,38000.0,2011,black,Truck:,,Left,,Petrol,,,70000.0,Automatic,,No
20810,Mercedes-Benz,2018-11-15, ID: 1888956,S 350 ,17000.0,2008,black,Sedan,,Left,,Petrol,,,105000.0,Automatic,,No
20811,Mercedes-Benz,2018-11-15, ID: 1888958,E 320 ,6750.0,2004,Silver,Sedan,,Left,,Petrol,,,251000.0,Automatic,,No
20812,Mercedes-Benz,2018-11-15, ID: 1888970,E 350 ,9000.0,2008,Other color,Sedan,,Left,,Petrol,,,136000.0,Automatic,,No
20813,Volkswagen,2018-11-15, ID: 1888920,Golf ,2850.0,2000,Silver,Hatchback,116.0,Left,4.0,Petrol,2.0,black,205000.0,Mechanical,Front,No
20814,Hyundai,2018-11-15, ID: 1887067,Sonata ,6800.0,2011,White,Sedan,,Left,,Petrol,,,117000.0,Automatic,,No
20815,VAZ(Lada),2018-11-15, ID: 1888661,2115 ,2500.0,2002,Grey,Sedan,,Left,,Astragalus,,,180000.0,Mechanical,,No
20816,Nissan,2018-11-15, ID: 1887788,Teana ,4650.0,2008,White,Sedan,,Left,,Petrol,,,97000.0,Automatic,,No
20817,Mercedes-Benz,2018-11-15, ID: 1887780,C 250 ,5800.0,2006,black,Sedan,204.0,Left,6.0,Petrol,2.3,black,164000.0,Automatic,Rear,No
20818,BMW,2018-11-15, ID: 1888900,325 ,5000.0,2000,Silver,Sedan,,Left,,Astragalus,,,710000.0,Automatic,,No
20819,BMW,2018-11-15, ID: 1887761,525 ,6800.0,2004,Silver,Sedan,,Left,,Petrol,,,100.0,Automatic,,No
20820,Nissan,2018-11-15, ID: 1887727,X-Trail ,4000.0,2004,White,Truck:,,Left,,Petrol,,,140.0,Automatic,,No
20821,Mercedes-Benz,2018-11-15, ID: 1887726,CLS 350 ,13800.0,2007,White,Coupe,,Left,,Petrol,,,97000.0,Automatic,,No
20822,Mercedes-Benz,2018-11-15, ID: 1887712,B 170 ,5450.0,2007,black,Hatchback,,Left,,Petrol,,,45000.0,Automatic,,No
20823,BMW,2018-11-15, ID: 1887707,X5 ,7500.0,2005,White,Truck:,,Left,,Petrol,,,150000.0,Automatic,,No
20824,Hyundai,2018-11-15, ID: 1887689,Elantra ,5200.0,2011,Grey,Sedan,,Left,,Petrol,,,133000.0,Automatic,,No
20825,Nissan,2018-11-15, ID: 1887669,Pathfinder ,7500.0,2005,black,Truck:,,Left,,Petrol,,,163000.0,Automatic,,No
20826,BMW,2018-11-15, ID: 1887618,X5 ,8100.0,2006,Silver,Truck:,,Left,6.0,Petrol,3.0,black,185000.0,Automatic,Wheel drive,No
20827,Mercedes-Benz,2018-11-15, ID: 1887566,E 240 ,7300.0,2003,Silver,Sedan,,Left,,Petrol,,,99000.0,Automatic,,No
20828,Toyota,2018-11-15, ID: 1887555,Camry ,7800.0,2008,black,Sedan,,Left,,Astragalus,,,111000.0,Automatic,,No
20829,BMW,2018-11-15, ID: 1887542,528 ,8600.0,2008,White,Sedan,,Left,,Petrol,,,160000.0,Automatic,,No
20830,Nissan,2018-11-15, ID: 1887520,Tiida ,3800.0,2010,Silver,Sedan,,Left,4.0,Petrol,1.5,black,100.0,Automatic,Front,No
20831,Mercedes-Benz,2018-11-15, ID: 1887505,E 350 ,7490.0,2007,black,Sedan,272.0,Left,,Petrol,3.5,black,244.0,Kiaavtomat,Rear,No
20832,Mercedes-Benz,2018-11-15, ID: 1889087,A 170 ,4200.0,2005,Silver,Sedan,,Left,,Petrol,,,34000.0,Automatic,,No
20833,Mercedes-Benz,2018-11-15, ID: 1887746,A 160 ,3000.0,2003,Blue,Universal,102.0,Left,4.0,Petrol,1.6,black,94000.0,Automatic,Front,No
20834,Niva,2018-11-15, ID: 1888196,2121 ,4700.0,2012,White,Coupe,,Left,,Petrol,,,80000.0,Mechanical,,No
20835,Nissan,2018-11-15, ID: 1887436,BlueBird ,4500.0,2006,White,Sedan,,Right,,Astragalus,,,129000.0,Automatic,,No
20836,Mercedes-Benz,2018-11-15, ID: 1888971,E 320 ,8200.0,2001,White,Sedan,,Left,,Astragalus,3.2,,110000.0,Automatic,,No
20837,Hyundai,2018-11-15, ID: 1887175,Tucson ,11300.0,2011,Silver,Truck:,,Left,,Petrol,,,91000.0,Automatic,,No
20838,BMW,2018-11-15, ID: 1887409,535 ,10700.0,2008,black,Sedan,,Left,,Petrol,,,110000.0,Automatic,,No
20839,BMW,2018-11-15, ID: 1887793,X6 ,21000.0,2010,White,Truck:,,Left,,Petrol,,,140000.0,Automatic,,No
20840,BMW,2018-11-15, ID: 1887280,528 ,15700.0,2011,White,Sedan,,Left,,Petrol,,,54000.0,Automatic,,No
20841,BMW,2018-11-15, ID: 1887794,528 ,5500.0,2000,Blue,Sedan,193.0,Left,6.0,Petrol,2.8,black,250000.0,Mechanical,Rear,No
20842,Toyota,2018-11-15, ID: 1887814,Camry ,12500.0,2013,White,Sedan,,Left,,Petrol,,,109000.0,Automatic,,No
20843,Hyundai,2018-11-15, ID: 1888143,Santa Fe ,11300.0,2011,black,Truck:,175.0,Left,4.0,Petrol,2.4,Grey,53800.0,Automatic,Wheel drive,No
20844,Nissan,2018-11-15, ID: 1888140,Tiida ,3200.0,2005,Golden,Hatchback,,Switched from right to left,,Petrol,,,90000.0,Variator:,,No
20845,Mercedes-Benz,2018-11-15, ID: 1888126,240 ,5500.0,2000,White,Sedan,,Left,,Astragalus,,,120000.0,Automatic,,No
20846,Mercedes-Benz,2018-11-15, ID: 1888111,C 320 ,3800.0,2000,Blue,Sedan,,Left,,Petrol,,,175000.0,Automatic,,No
20847,Nissan,2018-11-15, ID: 1888104,Teana ,3000.0,2005,Silver,Sedan,,Right,,Astragalus,,,220000.0,Automatic,,No
20848,Nissan,2018-11-15, ID: 1888103,Altima ,8900.0,2013,Grey,Sedan,,Left,,Petrol,,,105000.0,Automatic,,No
20849,BMW,2018-11-15, ID: 1888062,528 ,8500.0,2008,Grey,Sedan,,Left,,Petrol,,,199000.0,Kiaavtomat,,No
20850,Nissan,2018-11-15, ID: 1888051,Tiida ,3200.0,2005,Golden,Hatchback,,Right,,Petrol,,,90000.0,Automatic,,No
20851,Nissan,2018-11-15, ID: 1887200,Teana ,3550.0,2004,White,Sedan,,Left,,Petrol,,,128000.0,Automatic,,No
20852,Nissan,2018-11-15, ID: 1888050,Altima ,4900.0,2014,Cherry,Sedan,,Left,,Petrol,,,93000.0,Variator:,,No
20853,BMW,2018-11-15, ID: 1888025,X6 ,16200.0,2009,black,Truck:,,Left,,Petrol,,,140000.0,Automatic,,No
20854,Mercedes-Benz,2018-11-15, ID: 1888006,E 320 ,6200.0,2002,Silver,Sedan,,Left,,Astragalus,,,175000.0,Automatic,,No
20855,Mercedes-Benz,2018-11-15, ID: 1887985,ML 350 ,11700.0,2006,White,Truck:,,Left,,Petrol,,,285000.0,Automatic,,No
20856,Nissan,2018-11-15, ID: 1887976,Altima ,5800.0,2010,black,Sedan,,Left,,Petrol,,,115000.0,Variator:,,No
20857,Nissan,2018-11-15, ID: 1887970,Tiida ,4500.0,2009,Silver,Hatchback,,Left,,Petrol,,,167000.0,Automatic,,No
20858,Toyota,2018-11-15, ID: 1887958,Camry ,7500.0,2009,White,Sedan,,Left,,Petrol,,,83500.0,Automatic,,No
20859,BMW,2018-11-15, ID: 1887954,M5 ,8300.0,2006,black,Sedan,258.0,Left,,Petrol,3.0,black,270000.0,Automatic,Rear,No
20860,Toyota,2018-11-15, ID: 1887948,Yaris ,3300.0,2008,Silver,Hatchback,,Left,,Petrol,,,210000.0,Automatic,,No
20861,BMW,2018-11-15, ID: 1887945,318 ,5000.0,2004,White,Sedan,,Right,,Petrol,,,115000.0,Automatic,,No
20862,Mercedes-Benz,2018-11-15, ID: 1887944,E 350 ,6800.0,2005,White,Sedan,272.0,Left,6.0,Petrol,3.5,Beige,215000.0,Automatic,Rear,No
20863,Nissan,2018-11-15, ID: 1887932,X-Trail ,4700.0,2005,Silver,Truck:,,Left,,Petrol,,,94000.0,Automatic,,No
20864,Nissan,2018-11-15, ID: 1887909,Teana ,6500.0,2006,Silver,Sedan,173.0,Left,6.0,Petrol,2.3,Beige,130000.0,Automatic,Front,No
20865,Mercedes-Benz,2018-11-15, ID: 1887896,S 350 ,14000.0,2007,black,Sedan,,Left,,Petrol,,,150000.0,Automatic,,No
20866,Suzuki,2018-11-15, ID: 1888690,SX 4 ,6300.0,2012,black,Hatchback,147.0,Left,,Petrol,2.0,Other color,85000.0,Automatic,Wheel drive,No
20867,BMW,2018-11-15, ID: 1887796,X5 ,7900.0,2004,black,Truck:,231.0,Left,6.0,Astragalus,3.0,black,230000.0,Automatic,Wheel drive,No
20868,Toyota,2018-11-15, ID: 1887358,Camry ,8700.0,2011,black,Sedan,178.0,Left,4.0,Petrol,2.5,black,93000.0,Automatic,Front,No
20869,Toyota,2018-11-15, ID: 1887212,Corolla ,11700.0,2014,White,Sedan,,Left,,Petrol,,,89000.0,Automatic,,No
20870,Toyota,2018-11-15, ID: 1887449,Alphard ,6800.0,2005,black,Minivan / Minibus,,Left,,Petrol,,,163000.0,Automatic,,No
20871,Ford,2018-11-15, ID: 1888255,Fusion ,10500.0,2014,White,Sedan,,Left,,Petrol,,,85000.0,Automatic,,No
20872,Honda,2018-11-15, ID: 1887947,Elysion ,5900.0,2008,White,Minivan / Minibus,,Left,,Petrol,,black,129000.0,Automatic,Front,No
20873,Hummer,2018-11-15, ID: 1888917,H2 ,28000.0,2003,black,Truck:,316.0,Left,,Petrol,6.0,black,76000.0,Automatic,,No
20874,Honda,2018-11-15, ID: 1888683,Elysion ,5500.0,2005,White,Sedan,,Right,,Petrol,,,160000.0,Automatic,,No
20875,Fiat,2018-11-15, ID: 1888694,Bravo ,5000.0,2008,red,Hatchback,120.0,Left,,Petrol,1.4,black,46000.0,Mechanical,Front,No
20876,Honda,2018-11-15, ID: 1888973,CR-V ,8500.0,2007,black,Truck:,,Left,6.0,Petrol,2.4,black,94000.0,Automatic,Wheel drive,No
20877,Mercedes-Benz,2018-11-15, ID: 1887207,E 200 ,19999.0,2014,black,Sedan,184.0,Left,4.0,Petrol,2.0,black,190.0,Automatic,Rear,No
20878,BMW,2018-11-15, ID: 1887003,320 ,4750.0,2003,black,Sedan,143.0,Left,4.0,Petrol,,,168000.0,Mechanical,Rear,No
20879,Nissan,2018-11-15, ID: 1887012, ,5200.0,2005,black,Truck:,,Left,,Petrol,,,126.0,Automatic,,No
20880,Honda,2018-11-15, ID: 1887937,Elysion ,5800.0,2007,White,Universal,,Left,,Petrol,,,130000.0,Automatic,,No
