brand,model,price,year,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train,sold
Suzuki,SX 4 ,6300,2012,White,Hatchback,120,Left,4,Petrol,1.6,black,128000,Mechanical,Wheel drive,No
BMW,525,7300,2005,Blue,Sedan,218,Left,6,Petrol,2.5,Other color,11111,Automatic,Rear,No
Nissan,Teana ,5800,2005,black,Sedan,173,Left,6,Astragalus,2.3,Beige,105000,Automatic,Front,No
Mercedes-Benz,C 180 ,4500,2001,black,Sedan,129,Left,4,Astragalus,1.8,Other color,180000,Mechanical,Rear,No
Nissan,Fuga ,6000,2007,black,Sedan,210,Right,6,Petrol,2.5,Beige,150000,Automatic,Rear,No
Nissan,Xterra ,6250,2004,White,Truck:,180,Left,6,Petrol,3.3,Grey,181000,Automatic,Wheel drive,No
BMW,525,6500,2002,black,Sedan,198,Left,4,Petrol,2.5,black,150000,Automatic,Rear,No
Mercedes-Benz,C 180 ,4500,2001,black,Sedan,129,Left,4,Astragalus,1.8,Other color,180000,Mechanical,Rear,No
BMW,525,7300,2004,White,Sedan,193,Left,6,Petrol,2.5,black,177000,Automatic,Rear,No
Mercedes-Benz,E 350 ,14999,2010,White,Sedan,272,Left,6,Petrol,3.5,Beige,91000,Automatic,Rear,No
BMW,330,6000,2002,Blue,Sedan,236,Left,6,Astragalus,3,White,180000,Automatic,Rear,No
Mercedes-Benz,E 320 ,7400,2005,black,Sedan,224,Left,6,Astragalus,3.2,black,141000,Automatic,Wheel drive,No
Mercedes-Benz,E 200 ,6900,2004,Silver,Sedan,163,Left,4,Astragalus,2,black,211000,Robot,Rear,No
BMW,316,4300,2001,Blue,Sedan,105,Left,4,Astragalus,1.6,black,175000,Mechanical,Rear,No
Kia,Forte ,7000,2013,black,Sedan,148,Left,4,Petrol,1.8,black,75000,Automatic,Front,Yes
Mercedes-Benz,CLS 500 ,10900,2005,Silver,Coupe,306,Left,8,Petrol,5,black,81000,Automatic,Rear,No
VAZ(Lada),2170 Priora ,3000,2008,black,Sedan,97,Left,6,Petrol,1.6,,220000,Mechanical,Front,No
Toyota,Ipsum ,5400,2004,White,Universal,160,Right,4,Astragalus,2.4,black,165000,Automatic,Front,No
Nissan,Teana ,4000,2007,Other color,Sedan,150,Left,6,Petrol,2.5,Beige,73000,Automatic,Rear,No
Opel,Zafira ,3700,2003,Blue,Universal,125,Left,4,Petrol,1.8,black,145000,Mechanical,Front,Yes
Niva,2121,7800,2004,White,Truck:,82,Left,4,Astragalus,1.7,,90000,Mechanical,,Yes
Lexus,GX 470 ,14000,2005,White,Truck:,273,Left,8,Astragalus,4.7,Grey,128000,Automatic,Wheel drive,Yes
Opel,Zafira ,4100,2003,Silver,Minivan / Minibus,97,Left,4,Astragalus,1.6,black,147000,Mechanical,Front,Yes
Opel,Astra ,3400,2002,Silver,Hatchback,101,Left,4,Astragalus,1.6,Grey,167000,Mechanical,Front,Yes
Lexus,GX 470 ,12500,2003,Grey,Truck:,237,Left,8,Petrol,4.7,,160000,Automatic,Wheel drive,Yes
Mitsubishi,Pajero ,10000,2008,black,Truck:,252,Left,6,Petrol,3.8,Other color,163000,Automatic,Wheel drive,Yes
Kia,Sorento ,6400,2006,Grey,Truck:,195,Left,6,Petrol,3.5,Grey,178000,Automatic,Wheel drive,Yes
Opel,Zafira ,4200,2004,Silver,Minivan / Minibus,125,Left,4,Astragalus,1.8,black,148000,Mechanical,Front,Yes
Nissan,X-Trail ,4400,2005,black,Truck:,150,Left,4,Petrol,2,Chestnut,110000,Automatic,Wheel drive,Yes
Nissan,Teana ,3800,2005,White,Sedan,173,Left,6,Petrol,2.3,Other color,54000,Automatic,Front,Yes
Nissan,X-Trail ,4700,2005,White,Truck:,150,Left,4,Petrol,2,Other color,77000,Automatic,Front,Yes
Lexus,GX 470 ,13222,2004,Grey,Truck:,238,Left,8,Petrol,4.7,Beige,154000,Automatic,Wheel drive,Yes
Toyota,4-Runner ,12800,2007,White,Truck:,268,Left,8,Petrol,4.7,black,145000,Automatic,Wheel drive,Yes
Mercedes-Benz,Vito ,6300,2003,Silver,Minivan / Minibus,150,Left,4,Petrol,2.3,Grey,92000,Automatic,Front,No
Nissan,Tiida ,3300,2007,Silver,Hatchback,116,Left,4,Petrol,1.5,black,77000,Automatic,Front,Yes
Toyota,Camry ,8600,2011,black,Sedan,171,Left,4,Petrol,2.5,black,93000,Automatic,Front,Yes
Hyundai,Sonata ,5800,2012,White,Sedan,178,Left,4,Petrol,2.4,Beige,101000,Automatic,Front,Yes
Mercedes-Benz,C 230 ,4600,2003,Grey,Sedan,176,Left,4,Petrol,2.3,black,151000,Automatic,Rear,Yes
BMW,530,8500,2004,black,Sedan,231,Left,6,Petrol,3,black,90000,Automatic,Rear,No
Mercedes-Benz,E 350 ,8500,2005,black,Sedan,272,Left,6,Petrol,3.5,black,102000,Automatic,Rear,Yes
Mercedes-Benz,320,7000,2003,White,Sedan,224,Left,6,Astragalus,3.2,black,136000,Automatic,Rear,No
Toyota,Camry ,15000,2018,White,Sedan,181,Left,4,Petrol,2.5,black,4900,Robot,Front,Yes
Toyota,Camry ,11200,2012,White,Sedan,178,Left,4,Petrol,2.5,black,64000,Automatic,Front,Yes
Mercedes-Benz,E 350 ,8400,2007,White,Sedan,272,Left,6,Petrol,3.5,,170000,Automatic,Rear,No
Nissan,Teana ,4000,2005,White,Sedan,173,Left,6,Petrol,2.3,Beige,84000,Automatic,Front,Yes
BMW,X5 ,13000,2007,White,Truck:,355,Left,8,Petrol,4.8,Chestnut,178000,Automatic,Wheel drive,No
Chevrolet,Aveo ,3200,2008,White,Sedan,125,Left,4,Astragalus,1.2,black,173088,Mechanical,Front,No
Nissan,X-Trail ,5600,2008,black,Truck:,137,Right,4,Astragalus,2,black,141000,Variator:,Wheel drive,No
Nissan,Teana ,5200,2004,black,Sedan,173,Left,6,Astragalus,2.3,Beige,83000,Automatic,Front,No
Mercedes-Benz,320,6000,2001,Silver,Sedan,224,Left,6,Astragalus,3.2,black,190,Automatic,Rear,No
Toyota,Rav 4 ,6200,2001,black,Universal,150,Left,4,Petrol,2,,260000,Automatic,Wheel drive,No
Mercedes-Benz,E 320 ,7500,2002,White,Sedan,224,Left,6,Astragalus,3.2,black,207000,Automatic,Rear,No
Volkswagen,Tiguan ,11500,2011,White,Truck:,200,Left,4,Petrol,2,black,106700,Automatic,Front,No
Hyundai,Sonata ,7900,2011,Silver,Sedan,178,Left,4,Petrol,2.4,Grey,100000,Automatic,Front,No
Chevrolet,Aveo ,3200,2008,White,Sedan,85,Left,4,Astragalus,1.2,black,150000,Mechanical,Front,No
Chevrolet,Aveo ,3200,2008,White,Sedan,85,Left,4,Astragalus,1.2,black,150000,Mechanical,Front,No
Chevrolet,Aveo ,3200,2008,White,Sedan,85,Left,4,Astragalus,1.2,black,150000,Mechanical,Front,No
BMW,320,5700,2003,black,Sedan,170,Left,6,Petrol,2.2,black,83000,Automatic,Rear,No
Nissan,X-Trail ,4700,2004,Beige,Truck:,150,Left,4,Petrol,2,,122000,Automatic,Wheel drive,No
Toyota,Camry ,6900,2010,Other color,Sedan,178,Left,4,Petrol,2.5,Beige,109000,Automatic,Front,No
Mercedes-Benz,E 200 ,4600,2000,Blue,Sedan,136,Left,4,Astragalus,2,black,280000,Mechanical,Rear,No
Toyota,Corolla ,8900,2012,Silver,Sedan,134,Left,4,Petrol,1.8,black,102000,Automatic,Front,Yes
Nissan,Teana ,3500,2003,black,Sedan,173,Right,6,Astragalus,2.3,Grey,189000,Automatic,Front,No
Mercedes-Benz,C 230 ,5900,2005,black,Sedan,203,Left,4,Petrol,2.5,black,141000,Automatic,Rear,No
Toyota,Camry ,12000,2013,White,Sedan,171,Left,4,Petrol,2.5,,150000,Automatic,Front,No
Nissan,Teana ,3750,2003,black,Sedan,173,Left,6,Petrol,2.3,black,99600,Automatic,Front,No
Toyota,Camry ,6900,2006,White,Sedan,170,Left,4,Astragalus,2.4,Grey,130000,Automatic,Front,Yes
BMW,325,4000,2003,Other color,Sedan,190,Left,6,Petrol,2.5,Grey,96000,Automatic,Rear,No
Hyundai,Elantra ,9200,2016,black,Sedan,145,Left,4,Petrol,1.8,Grey,36000,Automatic,Front,Yes
Toyota,Corolla ,11000,2013,black,Sedan,132,Left,4,Petrol,1.8,black,72470,Automatic,Front,Yes
Mercedes-Benz,G 55 AMG ,37000,2004,red,Truck:,354,Left,8,Petrol,5.5,black,97000,Automatic,Wheel drive,Yes
BMW,X5 ,7800,2004,Silver,Truck:,231,Left,6,Petrol,3,Beige,126000,Automatic,Wheel drive,Yes
Toyota,Camry ,7300,2010,White,Sedan,170,Left,4,Petrol,2.5,Grey,120000,Automatic,Front,Yes
Toyota,Camry ,15000,2015,black,Sedan,178,Left,4,Petrol,2.5,black,67000,Automatic,Front,Yes
Toyota,Rav 4 ,13700,2012,White,Truck:,260,Left,6,Petrol,3.5,Grey,90000,Automatic,Wheel drive,Yes
Nissan,Tiida ,3400,2008,black,Hatchback,109,Left,4,Petrol,1.5,black,77000,Automatic,Front,No
Hyundai,Elantra ,8000,2014,black,Sedan,148,Left,4,Petrol,1.8,black,122000,Automatic,Front,Yes
Toyota,Camry ,7700,2011,Aubergine,Sedan,170,Left,4,Petrol,2.5,Grey,140000,Automatic,Front,Yes
Subaru,Legacy ,3600,2003,Silver,Hatchback,180,Right,4,Petrol,2,black,175000,Automatic,Wheel drive,Yes
Porsche,Cayenne ,24600,2011,White,Truck:,300,Left,6,Petrol,3.6,Beige,109000,Automatic,Wheel drive,Yes
Hyundai,Elantra ,8400,2014,White,Sedan,150,Left,4,Petrol,1.8,Grey,103000,Automatic,Front,Yes
BMW,325,7400,2007,black,Sedan,177,Left,6,Petrol,2.5,black,115000,Automatic,Rear,Yes
Toyota,Corolla ,8700,2011,White,Sedan,134,Left,4,Petrol,1.8,black,53000,Automatic,Front,Yes
Hyundai,Elantra ,8200,2015,black,Sedan,150,Left,4,Petrol,1.8,Grey,59000,Automatic,Front,Yes
Nissan,Tiida ,3700,2005,black,Hatchback,109,Switched from right to left,4,Petrol,1.5,YG,118600,Variator:,Front,Yes
Toyota,Camry ,10400,2012,black,Sedan,178,Left,4,Astragalus,2.5,Grey,76000,Automatic,Front,Yes
BMW,318,4000,2001,black,Sedan,118,Left,4,Astragalus,1.9,black,245000,Mechanical,Rear,No
Mercedes-Benz,G 500 ,25500,2003,Silver,Universal,296,Left,8,Astragalus,5,black,108000,Automatic,Wheel drive,No
Chevrolet,Aveo ,3800,2010,White,Sedan,101,Left,4,Petrol,1.4,black,135000,Mechanical,Front,No
Opel,Astra ,3000,2001,Silver,Hatchback,84,Left,4,Petrol,1.6,black,170000,Mechanical,Front,Yes
Nissan,Teana ,5800,2008,Silver,Sedan,183,Right,6,Astragalus,2.5,black,136000,Automatic,Front,No
Toyota,Land Cruiser Prado ,12500,2008,black,Truck:,210,Left,6,Petrol,4,Beige,200,Automatic,Wheel drive,Yes
Mercedes-Benz,C 180 ,4700,2002,Silver,Sedan,151,Left,4,Astragalus,2,black,195000,Automatic,Rear,Yes
Lexus,RX 350 ,27000,2016,White,Truck:,305,Left,6,Petrol,3.5,Chestnut,23000,Automatic,Wheel drive,Yes
Lexus,GX 470 ,18500,2007,black,Universal,263,Left,8,Petrol,4.7,,115000,Automatic,Wheel drive,Yes
Mercedes-Benz,E 320 ,5400,2001,black,Sedan,224,Left,6,Petrol,3.2,black,181000,Automatic,Rear,No
Mercedes-Benz,E 320 ,6300,2001,White,Sedan,224,Left,6,Astragalus,3.2,black,185000,Automatic,Rear,No
Toyota,Camry ,6900,2008,White,Sedan,152,Left,4,Petrol,2.4,Grey,100000,Automatic,Front,Yes
Mercedes-Benz,C 200 ,5100,2000,Other color,Sedan,136,Left,4,Petrol,2,black,73000,Automatic,Rear,Yes
Volkswagen,Passat ,3300,2003,black,Sedan,193,Left,6,Astragalus,2.8,black,207000,Mechanical,Front,No
Opel,Astra ,3200,2001,Silver,Sedan,84,Left,4,Petrol,1.6,black,120000,Mechanical,Front,Yes
Kia,Rio ,4000,2009,Silver,Sedan,97,Left,4,Astragalus,1.4,black,267000,Mechanical,Front,Yes
Ford,Transit ,8200,2010,yellow,Minivan / Minibus,115,Left,4,Diesel,2.4,Grey,150000,Mechanical,Rear,Yes
Lexus,GX 470 ,13500,2004,black,Universal,238,Left,8,Petrol,4.7,Beige,225000,Automatic,Wheel drive,Yes
Porsche,Cayenne ,10000,2006,black,Truck:,250,Left,6,Petrol,3.2,black,170000,Automatic,Wheel drive,No
Lexus,ES 350 ,23800,2013,black,Sedan,269,Left,6,Petrol,3.5,Beige,70000,Automatic,Front,Yes
Honda,Elysion ,4850,2004,White,Minivan / Minibus,159,Right,4,Astragalus,2.3,White,140000,Automatic,Front,Yes
Honda,Odyssey ,6500,2008,Grey,Minivan / Minibus,244,Left,6,Petrol,3.5,Grey,170000,Automatic,Front,No
Mitsubishi,Pajero ,10500,2007,black,Coupe,245,Left,6,Petrol,3.8,black,165000,Automatic,Wheel drive,Yes
Volkswagen,Passat ,9300,2012,black,Sedan,170,Left,5,Petrol,2.5,Beige,91000,Automatic,Front,Yes
Nissan,Teana ,3800,2006,black,Sedan,140,Left,4,Petrol,2.3,black,95000,Automatic,Front,No
Mercedes-Benz,CLS 350 ,10300,2007,Silver,Coupe,272,Left,6,Petrol,3.5,black,96000,Automatic,Rear,No
BMW,318,3900,2003,White,Sedan,143,Right,4,Astragalus,2,black,138000,Automatic,Rear,No
Nissan,X-Trail ,4400,2005,black,Truck:,150,Left,4,Petrol,2,Chestnut,110000,Automatic,Wheel drive,Yes
Ford,Explorer ,8200,2010,black,Truck:,213,Left,6,Petrol,4,Beige,132000,Automatic,Wheel drive,Yes
Lexus,GX 470 ,19000,2009,black,Universal,273,Left,8,Petrol,4.7,Other color,107000,Automatic,Wheel drive,Yes
Lexus,GX 470 ,16000,2006,White,Universal,263,Left,8,Petrol,4.7,black,118000,Automatic,Wheel drive,Yes
Mercedes-Benz,S 500 ,5600,2000,White,Sedan,306,Left,8,Petrol,5,black,102000,Automatic,Rear,No
Ford,Transit ,5600,2006,Silver,Furgon:,85,Left,4,Diesel,2.2,,215000,Mechanical,Front,Yes
Opel,Astra ,2800,2000,Silver,Universal,125,Left,4,Petrol,1.6,black,264000,Mechanical,Front,Yes
Kia,Optima ,6900,2013,Silver,Sedan,178,Left,4,Petrol,2.4,Other color,108000,Automatic,Front,Yes
VAZ(Lada),2107,1950,2005,White,Sedan,87,Left,4,Astragalus,1.7,black,87000,Mechanical,Rear,No
Opel,Astra ,3000,2002,White,Universal,125,Left,4,Petrol,1.8,Grey,181000,Automatic,Front,Yes
Ford,Transit ,5600,2007,Silver,Furgon:,110,Left,4,Diesel,2.2,,196000,Mechanical,Front,Yes
VAZ(Lada),2170 Priora ,3700,2011,Grey,Sedan,98,Left,4,Astragalus,1.6,Grey,210000,Mechanical,Front,No
Land Rover,Range Rover Sport ,21000,2011,Blue,Truck:,375,Left,8,Petrol,5,Beige,145000,Automatic,Wheel drive,Yes
VAZ(Lada),2114,2600,2008,black,Hatchback,76,Left,4,Astragalus,1.6,,145000,Mechanical,Front,Yes
Porsche,Cayenne ,12500,2005,black,Truck:,340,Left,8,Petrol,4.5,black,215000,Automatic,Wheel drive,No
Toyota,Camry ,8800,2009,black,Sedan,181,Left,4,Petrol,2.5,black,87000,Automatic,Front,Yes
BMW,320,4700,2001,Silver,Sedan,170,Left,6,Petrol,2.2,black,102000,Automatic,Rear,Yes
BMW,320,4700,2001,black,Sedan,170,Left,6,Petrol,2.2,black,107000,Automatic,Rear,Yes
BMW,320,4700,2001,black,Sedan,170,Left,6,Petrol,2.2,black,107000,Automatic,Rear,Yes
Infiniti,FX35 ,13500,2009,White,Truck:,303,Left,6,Petrol,3.5,black,129000,Automatic,Wheel drive,Yes
Infiniti,FX35 ,7200,2004,White,Truck:,305,Left,8,Petrol,4.5,Beige,123456,Automatic,Wheel drive,Yes
BMW,528,14800,2011,White,Sedan,258,Left,6,Petrol,3,Beige,112000,Automatic,Rear,Yes
Toyota,Alphard ,6900,2006,black,Universal,225,Left,6,Petrol,3,Beige,97000,Automatic,Front,Yes
Nissan,Xterra ,5700,2004,black,Universal,180,Left,6,Petrol,3.3,Grey,120000,Automatic,Rear,Yes
Mercedes-Benz,E 320 ,5000,2000,black,Sedan,224,Left,6,Petrol,3.2,black,180000,Automatic,Rear,Yes
Toyota,Highlander ,15600,2011,White,Truck:,268,Left,6,Petrol,3.5,black,130000,Automatic,Wheel drive,Yes
Nissan,Xterra ,5500,2004,Silver,Universal,180,Left,6,Petrol,3.3,Grey,125000,Automatic,Rear,Yes
Nissan,Teana ,3500,2005,White,Sedan,170,Left,6,Petrol,2.3,Beige,87200,Automatic,Front,Yes
BMW,X5 ,12700,2007,White,Truck:,355,Left,8,Petrol,4.8,Beige,180000,Automatic,Wheel drive,Yes
Honda,Elysion ,5800,2007,White,Universal,225,Left,6,Petrol,3,Beige,133000,Automatic,Front,Yes
Opel,Astra ,3100,2002,Silver,Hatchback,84,Left,4,Petrol,1.6,Grey,138500,Mechanical,Front,Yes
Lexus,GX 470 ,12500,2008,black,Truck:,210,Left,6,Petrol,4,Beige,200,Automatic,Wheel drive,Yes
Opel,Astra ,3000,2000,Silver,Hatchback,110,Left,4,Astragalus,1.8,black,180000,Mechanical,Front,Yes
Mercedes-Benz,E 320 ,6300,2000,White,Sedan,224,Left,6,Petrol,3.2,black,85000,Automatic,Rear,Yes
Lexus,GX 470 ,18000,2006,White,Truck:,270,Left,8,Petrol,4.7,Beige,135000,Automatic,Wheel drive,Yes
Honda,Elysion ,5800,2007,black,Universal,160,Left,6,Petrol,2.4,black,142000,Automatic,Front,Yes
Toyota,Ipsum ,5300,2005,black,Minivan / Minibus,159,Left,4,Petrol,2.4,Beige,110000,Automatic,Front,Yes
Kia,Optima ,6900,2013,Silver,Sedan,178,Left,4,Petrol,2.4,Other color,101000,Automatic,Front,Yes
Nissan,Xterra ,10500,2010,Silver,Truck:,260,Left,6,Petrol,4,Grey,92000,Automatic,Wheel drive,Yes
Lexus,GX 470 ,19000,2009,black,Universal,273,Left,8,Petrol,4.7,Beige,99000,Automatic,Wheel drive,Yes
Nissan,Pathfinder ,10300,2008,Silver,Truck:,260,Left,6,Petrol,4,black,104000,Automatic,Wheel drive,Yes
Toyota,4-Runner ,14500,2007,black,Truck:,260,Left,8,Petrol,4.7,Grey,130000,Automatic,Wheel drive,Yes
Lexus,GX 470 ,16300,2007,black,Universal,263,Left,8,Petrol,4.7,,163000,Automatic,Wheel drive,Yes
Lexus,GX 470 ,15300,2006,White,Universal,263,Left,8,Petrol,4.7,black,117600,Automatic,Wheel drive,Yes
Toyota,Camry ,10700,2012,black,Sedan,171,Left,4,Petrol,2.5,black,147000,Automatic,Front,Yes
Kia,Optima ,8900,2015,White,Sedan,200,Left,4,Petrol,2.4,black,73000,Automatic,Front,Yes
Opel,Zafira ,3200,2002,Grey,Universal,101,Left,4,Petrol,1.6,black,175000,Mechanical,Front,Yes
Kia,Optima ,6900,2013,Silver,Sedan,178,Left,4,Petrol,2.4,Other color,101000,Automatic,Front,Yes
Lexus,GX 470 ,17000,2007,black,Universal,263,Left,8,Petrol,4.7,Beige,155000,Automatic,Wheel drive,Yes
Mitsubishi,Outlander ,4999,2006,White,Truck:,160,Left,4,Petrol,2.4,black,109000,Automatic,Wheel drive,Yes
Toyota,Alphard ,7200,2007,White,Minivan / Minibus,174,Switched from right to left,4,Petrol,2.4,Grey,102000,Automatic,Front,Yes
Mazda,6,12700,2014,black,Sedan,171,Left,4,Petrol,2.5,Beige,6500,Automatic,Front,Yes
Lexus,GX 470 ,16500,2006,White,Universal,263,Left,8,Petrol,4.7,Grey,127000,Automatic,Wheel drive,Yes
Lexus,GX 460 ,46500,2015,black,Truck:,301,Left,8,Petrol,4.6,Grey,29000,Automatic,Wheel drive,Yes
Mitsubishi,Pajero Pinin (IO) ,4350,2002,White,Universal,136,Left,4,Astragalus,2,Beige,112000,Automatic,Wheel drive,Yes
Lexus,GX 470 ,12500,2003,Grey,Truck:,237,Left,8,Petrol,4.7,,160000,Automatic,Wheel drive,Yes
Lexus,IS 250 ,11000,2009,Grey,Sedan,204,Left,6,Petrol,2.5,black,110000,Automatic,Rear,Yes
Land Rover,Range Rover Sport ,45000,2014,White,Universal,510,Left,8,Petrol,5,Chestnut,37000,Automatic,Wheel drive,Yes
Lexus,GX 470 ,16600,2006,White,Truck:,273,Left,8,Astragalus,4.7,Beige,122000,Automatic,Wheel drive,Yes
Opel,Astra ,3300,2001,White,Hatchback,125,Left,4,Petrol,1.8,black,153000,Mechanical,Front,Yes
Lexus,GX 470 ,12900,2005,White,Universal,263,Left,8,Petrol,4.7,black,123143,Automatic,Wheel drive,Yes
Mitsubishi,Outlander ,11000,2014,Blue,Truck:,150,Left,4,Petrol,2,black,55000,Automatic,Wheel drive,Yes
Opel,Zafira ,3200,2000,Grey,Universal,116,Left,4,Petrol,1.8,black,169000,Mechanical,Front,Yes
Ford,Transit ,6950,2005,White,Furgon:,90,Left,4,Diesel,2.4,,190000,Mechanical,Rear,Yes
Toyota,Camry ,6900,2009,black,Sedan,153,Left,4,Petrol,2.4,Grey,150000,Automatic,Front,Yes
Mercedes-Benz,C 180 ,3800,2001,Silver,Sedan,129,Left,4,Petrol,2,black,163000,Mechanical,Rear,Yes
Mercedes-Benz,E 320 ,6300,2004,Silver,Sedan,224,Left,6,Petrol,3.2,Grey,126000,Automatic,Rear,Yes
Toyota,Camry ,9500,2011,black,Sedan,277,Left,6,Petrol,3.5,black,130000,Automatic,Front,Yes
Mercedes-Benz,E 350 ,9200,2009,black,Sedan,272,Left,6,Petrol,3.5,black,120000,Automatic,Rear,Yes
Mercedes-Benz,E 350 ,7800,2005,Silver,Sedan,272,Left,6,Astragalus,3.5,black,148700,Automatic,Rear,Yes
Toyota,Camry ,8800,2011,black,Sedan,171,Left,4,Petrol,2.5,black,94000,Automatic,Front,Yes
Mitsubishi,Grandis ,5800,2006,White,Minivan / Minibus,170,Right,4,Astragalus,2.4,black,128000,Automatic,Front,Yes
Kia,Forte ,6600,2012,White,Sedan,156,Left,4,Petrol,2,black,77000,Automatic,Front,Yes
Kia,Sportage ,7200,2007,black,Truck:,140,Left,4,Petrol,2,Grey,183900,Automatic,Front,Yes
BMW,328,10800,2012,White,Sedan,245,Left,4,Petrol,2,Other color,113000,Automatic,Rear,Yes
Nissan,Altima ,8500,2015,black,Sedan,180,Left,4,Petrol,2.5,black,43000,Variator:,Front,Yes
Volkswagen,Touareg ,7800,2008,black,Truck:,280,Left,6,Petrol,3.6,Beige,155000,Automatic,Wheel drive,Yes
Ford,Explorer ,7500,2008,black,Truck:,210,Left,6,Petrol,4,Beige,200,Automatic,Wheel drive,Yes
Hyundai,Sonata ,8000,2011,White,Sedan,199,Left,4,Petrol,2.4,black,78000,Automatic,Front,No
Mercedes-Benz,ML 350 ,12300,2008,White,Universal,272,Left,6,Petrol,3.5,Beige,165000,Automatic,Wheel drive,No
Nissan,Skyline ,3800,2004,Grey,Sedan,215,Right,6,Astragalus,2.5,,145000,Automatic,Rear,No
Audi,A4 ,7700,2005,black,Sedan,200,Left,4,Petrol,2,black,230000,Automatic,Front,No
Mercedes-Benz,Vito ,9800,2009,White,Minivan / Minibus,258,Right,6,Petrol,3.5,Grey,115000,Automatic,Rear,No
Mercedes-Benz,C 230 ,6500,2007,black,Sedan,204,Left,6,Petrol,2.5,black,93000,Automatic,Rear,No
Nissan,Altima ,5000,2007,White,Sedan,175,Left,4,Petrol,2.5,black,173000,Automatic,Front,No
Volkswagen,Touareg ,14500,2012,White,Truck:,280,Left,6,Petrol,3.6,White,83500,Automatic,Wheel drive,No
Honda,CR-V ,10000,2011,White,Truck:,180,Left,4,Petrol,2.4,Grey,112900,Automatic,Front,No
Honda,Elysion ,5500,2005,Golden,Minivan / Minibus,160,Left,4,Petrol,2.4,Beige,161000,Automatic,Front,No
Volkswagen,Jetta ,5400,2007,White,Sedan,150,Left,5,Astragalus,2.5,Grey,95000,Automatic,Front,No
VAZ(Lada),2107,1900,2003,White,Sedan,80,Left,4,Astragalus,1.6,black,85000,Mechanical,Rear,No
Mercedes-Benz,E 350 ,16800,2010,black,Sedan,272,Left,6,Petrol,3.5,black,98000,Automatic,Rear,No
Mercedes-Benz,E 320 ,7200,2002,black,Sedan,177,Left,8,Petrol,2.6,black,76000,Automatic,Rear,No
BMW,325,5700,2002,Silver,Sedan,192,Left,6,Astragalus,2.5,,133000,Automatic,Rear,No
VAZ(Lada),2170 Priora ,3500,2011,black,Hatchback,100,Left,4,Petrol,1.6,black,177000,Mechanical,Front,No
Volkswagen,Tiguan ,10500,2010,black,Truck:,200,Left,4,Petrol,2,black,240000,Automatic,Wheel drive,No
Honda,Accord ,7900,2008,Grey,Sedan,149,Left,4,Astragalus,2.4,Grey,160000,Automatic,Front,No
Toyota,Alphard ,7200,2006,Silver,Minivan / Minibus,159,Left,4,Petrol,2.4,black,84000,Automatic,Front,No
Mercedes-Benz,C 240 ,5500,2002,Silver,Sedan,170,Left,6,Astragalus,2.4,,194000,Automatic,Rear,No
Nissan,X-Trail ,4500,2005,black,Truck:,150,Left,4,Petrol,2,Grey,169211,Automatic,Front,No
Mercedes-Benz,E 320 ,6200,2004,White,Sedan,224,Left,6,Petrol,3.2,black,185000,Automatic,Rear,No
Infiniti,G37 ,7200,2009,Grey,Sedan,328,Left,6,Petrol,3.7,black,120000,Automatic,Wheel drive,No
Volkswagen,Golf ,3900,2001,Silver,Hatchback,115,Left,4,Petrol,2,black,73000,Automatic,Front,No
Toyota,Camry ,10800,2012,black,Sedan,181,Left,4,Petrol,2.5,black,65000,Automatic,Front,No
Ford,Fusion ,10800,2015,White,Sedan,175,Left,4,Petrol,2.5,Grey,82000,Automatic,Front,No
Honda,Accord ,5200,2002,Silver,Sedan,200,Right,5,Astragalus,2.4,Other color,86000,Robot,Front,No
Mercedes-Benz,E 240 ,7700,2003,White,Sedan,170,Left,6,Petrol,2.4,black,148000,Automatic,Rear,Yes
Toyota,Camry ,9950,2013,Silver,Sedan,170,Left,4,Petrol,2.5,black,65000,Automatic,Front,Yes
Mercedes-Benz,S 350 ,13500,2007,black,Sedan,272,Left,6,Petrol,3.5,black,165000,Automatic,Rear,No
Mercedes-Benz,S 500 ,14800,2006,black,Sedan,388,Left,8,Petrol,5,black,200000,Automatic,Rear,No
Nissan,Tiida ,3300,2004,Silver,Hatchback,105,Right,4,Petrol,1.5,Beige,1111,Automatic,Front,No
Toyota,Camry ,15000,2017,Grey,Sedan,181,Left,4,Petrol,2.5,black,12300,Automatic,Front,Yes
Toyota,Camry ,8500,2011,black,Sedan,171,Left,4,Petrol,2.5,black,94000,Automatic,Front,Yes
Mercedes-Benz,CLS 350 ,10300,2005,White,Coupe,272,Left,6,Petrol,3.5,black,109000,Automatic,Rear,Yes
Mercedes-Benz,CLS 500 ,9800,2005,Silver,Coupe,306,Left,8,Petrol,5,black,140000,Automatic,Rear,Yes
Mercedes-Benz,C 240 ,4500,2001,Blue,Sedan,170,Left,6,Astragalus,2.4,Other color,108000,Automatic,Rear,Yes
Volkswagen,Tiguan ,10500,2012,black,Truck:,200,Left,4,Petrol,2,black,63000,Automatic,Front,Yes
BMW,325,4950,2006,Silver,Sedan,218,Left,6,Petrol,3,Grey,150000,Automatic,,Yes
Mercedes-Benz,Viano ,8800,2009,White,Minivan / Minibus,258,Right,6,Petrol,3.5,Grey,115000,Automatic,Rear,Yes
Nissan,Tiida ,4200,2009,White,Hatchback,109,Left,4,Petrol,1.5,black,98896,Automatic,Front,Yes
